gene_id	1P	2P	3P	4P	5P	6P	7P	8P	9P	10P	11P	12P	13P	14P	15P
Solyc01g014700.2.ITAG4.0	0.0555087	0.147008	0.503871	0.317968	0	0.453781	0.376501	0.204311	0.0582677	0	0	0.222215	0.333197	0.0505298	0.0464158
Solyc01g014710.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g014740.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g014745.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g014760.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g014800.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g014830.1.ITAG4.0	0	0	0.165045	0	0	0.154088	0	0	0	0	0	0	0.15424	0	0
Solyc01g014960.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g014963.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g014967.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0.138228	0	0	0	0
Solyc01g014970.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015010.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015030.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015035.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015050.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015060.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015130.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015133.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015137.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0.111748	0	0	0
Solyc01g015180.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015185.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015200.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015210.1.ITAG4.0	0	0	0	0	0.0794129	0	0	0	0	0	0	0	0	0	0
Solyc01g015250.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015280.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015290.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015293.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g015297.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016300.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016305.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016350.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016355.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016400.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016412.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016414.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016416.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016418.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016430.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016450.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016510.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016520.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016530.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016545.1.ITAG4.0	0	0.0821289	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016560.1.ITAG4.0	1.42829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016565.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016580.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016590.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016605.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016630.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016660.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016665.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016685.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016690.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016720.2.ITAG4.0	0	0	0	1.20653	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016725.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016760.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016770.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016780.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016790.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016830.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016840.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016870.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016880.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016890.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016900.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016910.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016920.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016930.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016960.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g016980.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017020.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017030.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017040.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017050.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017070.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017085.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017090.2.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017120.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017130.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017140.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017145.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017150.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017170.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017210.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017240.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017250.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017260.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017280.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017290.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017320.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017380.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017390.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017420.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017430.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017440.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017450.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017480.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017510.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017520.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017530.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017535.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017565.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017610.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017620.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017675.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017690.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017700.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017725.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017750.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017795.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017825.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017873.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017877.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017960.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g017970.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g018015.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g018040.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g018045.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g018100.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g019100.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020113.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020117.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020160.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020180.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020190.2.ITAG4.0	1.29183	0.974454	1.91249	3.16661	1.77195	3.12056	2.86543	3.40356	1.54718	0	1.02063	0.489018	1.65296	1.99768	2.33921
Solyc01g020245.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020290.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020323.1.ITAG4.0	0.220993	0	0	0	0	0	0	0	0	0	0.049571	0	0.047377	0	0
Solyc01g020327.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020343.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020347.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.628603	0
Solyc01g020350.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020353.1.ITAG4.0	0.745554	1.96146	1.80583	0.884093	1.01617	1.70415	1.61242	1.84894	0.959853	0.168288	1.04191	2.49254	1.91504	0.915854	1.67081
Solyc01g020357.1.ITAG4.0	0.465874	0.797475	0.392484	1.00596	0.260016	0.520425	0.385555	0.425041	0.452821	0.633385	1.10359	0.764654	0.542847	0.720005	0.665112
Solyc01g020360.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020372.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020450.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020480.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020490.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020495.1.ITAG4.0	0.456296	0.666469	0.451385	0.495303	0.317591	0.31904	0.38908	0.318894	0.638604	0.258082	0.389983	0.672242	0.632987	0.472129	0.430031
Solyc01g020510.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020521.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020522.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g020524.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0.126771	0	0	0.161375	0	0
Solyc01g020526.1.ITAG4.0	0	0.178051	0	0	0	0	1.65246	0.404564	0	0.219717	0	1.26456	0.354432	0	0
Solyc01g020528.1.ITAG4.0	0	0	0.300364	0	0	0	0	0	0	0	0	0	0.281147	0	0
Solyc01g020575.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g021610.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g021680.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g021685.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g021690.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g021695.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g021720.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g021730.2.ITAG4.0	0.0578253	0.0510189	0.209971	0.0827647	0.0577527	0	0.112103	0	0.0607173	0.0583256	0.0518894	0.173648	0	0.105384	0.773974
Solyc01g021740.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g021745.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g022745.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g022760.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g022780.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g022785.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g028803.1.ITAG4.0	0.0349817	0.0310365	0.0634785	0.17618	0	0	0	0.0958093	0.036625	0	0.0627148	0.104862	0.0600639	0	0
Solyc01g028807.1.ITAG4.0	0.430543	0.372419	0.130613	1.31048	0.46535	0.745804	1.26953	1.09284	0.76196	0.890395	0.258768	0.578588	3.43	0.135661	1.21925
Solyc01g028865.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g028875.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g028960.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g028965.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g028980.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g028985.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g033990.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g033995.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g034040.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g034050.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g034075.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g034080.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0.181803	0	0	0.110026	0.135269
Solyc01g034140.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g034145.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g034190.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g034210.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g034213.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g034217.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g038230.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g038231.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g038232.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g038233.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g038234.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g038236.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g038238.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g044275.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g044365.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g044375.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g044500.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g044523.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g044527.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g044551.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g044552.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g044554.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g044556.1.ITAG4.0	0.132318	0	1.32397	0.372539	0.141613	0.806683	0.908698	0	0.841711	0.681745	0	0.266475	0.45199	0.498099	0
Solyc01g044558.1.ITAG4.0	0.280087	0.175566	0.581456	1.31041	0.652706	1.07534	0.389234	0.408871	0.758381	0.324884	0.287538	0.882686	0.205585	0.257728	0.403304
Solyc01g047580.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g049720.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g049740.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g049750.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g049760.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g049790.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g049820.2.ITAG4.0	0	0	0	0	0	0	0	0	0	0.0466807	0.208198	0.0464323	0.0398327	0	0
Solyc01g049830.2.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g049840.1.ITAG4.0	0	0	0	0	0	0.402266	0	0	0	0	0	0	0	0	0
Solyc01g049950.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g050045.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g050050.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g055160.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g055165.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g055200.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056200.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056220.2.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056240.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056250.2.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056260.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056285.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056290.2.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056320.1.ITAG4.0	0	10.733	0	23.3701	35.0664	67.2172	0	0	0	0	0	0	40.6784	0	0
Solyc01g056380.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056390.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056400.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056410.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056420.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056440.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056460.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056470.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056575.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056600.2.ITAG4.0	9.98848	10.916	7.66919	7.76295	8.84493	11.6593	13.2064	11.3811	10.9993	8.91606	9.52474	8.02377	9.50417	9.70769	9.40261
Solyc01g056610.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056640.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056650.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056653.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056657.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056665.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056695.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056750.1.ITAG4.0	0.246714	0.428631	0.336512	0.260947	0	0	0.120845	0.815741	0.391878	0	0.444228	0.248246	0.843116	0.115665	0.417731
Solyc01g056770.1.ITAG4.0	0	12.5643	0	0	0	7.29808	0	0	0	0	2.99739	0	4.8604	0	7.49696
Solyc01g056800.1.ITAG4.0	0.969526	1.33069	0.531334	0.405856	0.218147	0.32865	0	3.19306	0.622314	0.815592	0.527139	1.96312	0.330593	0.932544	0
Solyc01g056840.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056890.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056900.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056910.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056950.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056960.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g056970.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057003.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057007.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057010.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057060.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057080.1.ITAG4.0	0	0	0	0	0	0.358043	0	2.7038	0	0	0	0	0	0	0.388056
Solyc01g057110.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057113.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057117.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057130.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057133.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057137.1.ITAG4.0	0.31893	0.317952	0.578801	0.458402	0.0783401	0.10961	0.462389	0.401103	0.918827	0.240063	0.285952	0.876695	0.410591	0.432526	0.565092
Solyc01g057140.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057150.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057160.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057165.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057185.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057190.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057255.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057330.1.ITAG4.0	0	0	0	0.226957	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057350.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057390.2.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc01g057395.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
